file,rating,note
"src/tui/overlays/__init__.py",7,"Baseline: acceptable structure/readability"
"src/tui/overlays/command_palette.py",7,"Baseline: acceptable structure/readability"
"src/tui/overlays/help.py",7,"Baseline: acceptable structure/readability"
"src/tui/overlays/layout_editor.py",7,"Baseline: acceptable structure/readability"
"src/tui/overlays/mode_picker.py",7,"Baseline: acceptable structure/readability"
"src/tui/overlays/onboarding.py",7,"Baseline: acceptable structure/readability"
"src/tui/overlays/project_setup.py",7,"Baseline: acceptable structure/readability"
"src/tui/overlays/receipt.py",7,"Baseline: acceptable structure/readability"
"src/tui/overlays/recovery.py",7,"Baseline: acceptable structure/readability"
"src/tui/overlays/session_browser.py",7,"Baseline: acceptable structure/readability"
"src/tui/overlays/settings.py",7,"MCP UX exists; template env key naming inconsistent"
"src/tui/overlays/tier_selector.py",7,"Baseline: acceptable structure/readability"
"src/tui/panels/__init__.py",7,"Baseline: acceptable structure/readability"
"src/tui/panels/activity_feed.py",7,"Baseline: acceptable structure/readability"
"src/tui/panels/battle_view.py",4,"Battle UI components are effectively dead code (not wired)"
"src/tui/panels/chat.py",7,"Baseline: acceptable structure/readability"
"src/tui/panels/code_viewer.py",7,"Baseline: acceptable structure/readability"
"src/tui/panels/file_tree.py",7,"Baseline: acceptable structure/readability"
"src/tui/panels/leaderboard.py",7,"Works, but leaderboard is local-only and not cross-instance"
"src/tui/themes/__init__.py",7,"Baseline: acceptable structure/readability"
"src/tui/themes/ember.tcss",7,"Baseline: acceptable structure/readability"
"src/tui/themes/midnight.tcss",7,"Baseline: acceptable structure/readability"
"src/tui/themes/neon.tcss",7,"Baseline: acceptable structure/readability"
"src/tui/themes/polar.tcss",7,"Baseline: acceptable structure/readability"
"src/tui/themes/slate.tcss",7,"Baseline: acceptable structure/readability"
"src/tui/widgets/__init__.py",7,"Baseline: acceptable structure/readability"
"src/tui/widgets/active_agents_bar.py",7,"Baseline: acceptable structure/readability"
"src/tui/widgets/annotations.py",7,"Baseline: acceptable structure/readability"
"src/tui/widgets/arbiter_verdict_panel.py",7,"Baseline: acceptable structure/readability"
"src/tui/widgets/architect_approval_panel.py",7,"Baseline: acceptable structure/readability"
"src/tui/widgets/code_selector.py",7,"Baseline: acceptable structure/readability"
"src/tui/widgets/collapsible_code.py",7,"Baseline: acceptable structure/readability"
"src/tui/widgets/context_chips.py",7,"Baseline: acceptable structure/readability"
"src/tui/widgets/context_menu.py",7,"Baseline: acceptable structure/readability"
"src/tui/widgets/cost_summary.py",7,"Baseline: acceptable structure/readability"
"src/tui/widgets/hunk_editor.py",7,"Baseline: acceptable structure/readability"
"src/tui/widgets/menu.py",7,"Baseline: acceptable structure/readability"
"src/tui/widgets/menu_bar.py",7,"Baseline: acceptable structure/readability"
"src/tui/widgets/panel_resizer.py",7,"Baseline: acceptable structure/readability"
"src/tui/widgets/quick_actions.py",7,"Baseline: acceptable structure/readability"
"src/tui/widgets/status_bar.py",7,"Baseline: acceptable structure/readability"
"src/tui/widgets/syntax_colors.py",7,"Baseline: acceptable structure/readability"
"src/tui/widgets/task_panel.py",7,"Baseline: acceptable structure/readability"
"src/tui/widgets/thought_block.py",7,"Baseline: acceptable structure/readability"
"src/tui/widgets/toast.py",7,"Baseline: acceptable structure/readability"
"tests/test_agent_adapters.py",8,"Good test coverage baseline for this module"
"tests/test_any_model_id.py",8,"Good test coverage baseline for this module"
"tests/test_app_header.py",8,"Good test coverage baseline for this module"
"tests/test_architect_two_phase.py",8,"Good test coverage baseline for this module"
"tests/test_auth_security.py",8,"Good test coverage baseline for this module"
"tests/test_autonomous_runner.py",8,"Good test coverage baseline for this module"
"tests/test_chat_panel.py",8,"Good test coverage baseline for this module"
"tests/test_chat_pipeline.py",8,"Good test coverage baseline for this module"
"tests/test_chat_store.py",8,"Good test coverage baseline for this module"
"tests/test_code_viewer.py",8,"Good test coverage baseline for this module"
"tests/test_commands.py",8,"Good test coverage baseline for this module"
"tests/test_config.py",8,"Good test coverage baseline for this module"
"tests/test_context_menus.py",8,"Good test coverage baseline for this module"
"tests/test_cost_breakdown.py",8,"Good test coverage baseline for this module"
"tests/test_crash_recovery.py",8,"Good test coverage baseline for this module"
"tests/test_custom_provider.py",8,"Good test coverage baseline for this module"
"tests/test_dag_trace.py",8,"Good test coverage baseline for this module"
"tests/test_diff_engine.py",8,"Good test coverage baseline for this module"
"tests/test_e2e_pipeline.py",8,"Good test coverage baseline for this module"
"tests/test_elo_tracker.py",8,"Good test coverage baseline for this module"
"tests/test_failover.py",8,"Good test coverage baseline for this module"
"tests/test_file_ref_security.py",8,"Good test coverage baseline for this module"
"tests/test_help.py",8,"Good test coverage baseline for this module"
"tests/test_key_validator.py",8,"Good test coverage baseline for this module"
"tests/test_layout_persistence.py",8,"Good test coverage baseline for this module"
"tests/test_logger.py",8,"Good test coverage baseline for this module"
"tests/test_mcp_client.py",8,"Good test coverage baseline for this module"
"tests/test_menu_bar.py",8,"Good test coverage baseline for this module"
"tests/test_model_registry.py",8,"Good test coverage baseline for this module"
"tests/test_onboarding.py",8,"Good test coverage baseline for this module"
"tests/test_orchestration_pipeline.py",8,"Good test coverage baseline for this module"
"tests/test_overage.py",8,"Good test coverage baseline for this module"
"tests/test_panel_resizer.py",8,"Good test coverage baseline for this module"
"tests/test_phase_tracker.py",8,"Good test coverage baseline for this module"
"tests/test_project_init.py",8,"Good test coverage baseline for this module"
"tests/test_proxy_billing.py",8,"Good test coverage baseline for this module"
"tests/test_quality_tiers.py",8,"Good test coverage baseline for this module"
"tests/test_router_elo_feedback.py",8,"Good test coverage baseline for this module"
"tests/test_router_intents.py",8,"Good test coverage baseline for this module"
"tests/test_self_healing_contract.py",8,"Good test coverage baseline for this module"
"tests/test_slash_commands.py",8,"Good test coverage baseline for this module"
"tests/test_spending_cap_enforcement.py",8,"Good test coverage baseline for this module"
"tests/test_task_tracker.py",8,"Good test coverage baseline for this module"
"tests/test_tester_agent_contract.py",8,"Good test coverage baseline for this module"
"tests/test_toast.py",8,"Good test coverage baseline for this module"
"tests/test_tui_layout_regressions.py",8,"Good test coverage baseline for this module"
"tests/test_workspace.py",8,"Good test coverage baseline for this module"
"web/app/acceptable-use/page.tsx",7,"Baseline: acceptable structure/readability"
"web/app/api/auth/signin/route.ts",3,"Accepts any email/password>=6 and issues auth token"
"web/app/api/auth/signout/route.ts",7,"Baseline: acceptable structure/readability"
"web/app/api/usage/route.ts",7,"Baseline: acceptable structure/readability"
"web/app/auth/callback/route.ts",6,"WorkOS callback route present but auth strategy is mixed"
"web/app/auth/page.tsx",5,"Auth UX is basic and relies on insecure MVP signin backend"
"web/app/dashboard/account/page.tsx",7,"Baseline: acceptable structure/readability"
"web/app/dashboard/billing/page.tsx",7,"Billing UI comprehensive; relies on backend auth maturity"
"web/app/dashboard/keys/page.tsx",7,"Baseline: acceptable structure/readability"
"web/app/dashboard/layout.tsx",7,"Baseline: acceptable structure/readability"
"web/app/dashboard/page.tsx",7,"Baseline: acceptable structure/readability"
"web/app/dashboard/team/page.tsx",6,"Functional shell but invite flow marked coming soon"
"web/app/dashboard/usage/page.tsx",7,"Useful analytics UI but data model is simplified"
"web/app/docs/autonomous/page.tsx",8,"Documentation/legal content is clear and structured"
"web/app/docs/commands/page.tsx",8,"Documentation/legal content is clear and structured"
"web/app/docs/config/page.tsx",8,"Documentation/legal content is clear and structured"
"web/app/docs/costs/page.tsx",8,"Documentation/legal content is clear and structured"
"web/app/docs/custom-models/page.tsx",8,"Documentation/legal content is clear and structured"
"web/app/docs/elo-arena/page.tsx",8,"Documentation/legal content is clear and structured"
"web/app/docs/faq/page.tsx",8,"Documentation/legal content is clear and structured"
"web/app/docs/getting-started/page.tsx",8,"Documentation/legal content is clear and structured"
"web/app/docs/keys/page.tsx",8,"Documentation/legal content is clear and structured"
"web/app/docs/layout.tsx",8,"Documentation/legal content is clear and structured"
"web/app/docs/modes/page.tsx",8,"Documentation/legal content is clear and structured"
"web/app/docs/page.tsx",8,"Documentation/legal content is clear and structured"
"web/app/docs/security/page.tsx",8,"Documentation/legal content is clear and structured"
"web/app/globals.css",7,"Baseline: acceptable structure/readability"
"web/app/layout.tsx",7,"Baseline: acceptable structure/readability"
"web/app/legal/aup/page.tsx",8,"Documentation/legal content is clear and structured"
"web/app/legal/layout.tsx",8,"Documentation/legal content is clear and structured"
"web/app/legal/privacy/page.tsx",8,"Documentation/legal content is clear and structured"
"web/app/legal/terms/page.tsx",8,"Documentation/legal content is clear and structured"
"web/app/page.tsx",7,"Baseline: acceptable structure/readability"
"web/app/pricing/page.tsx",7,"Baseline: acceptable structure/readability"
"web/app/privacy/page.tsx",8,"Documentation/legal content is clear and structured"
"web/app/support/page.tsx",7,"Baseline: acceptable structure/readability"
"web/app/terms/page.tsx",8,"Documentation/legal content is clear and structured"
"web/components/credit-meter.tsx",7,"Baseline: acceptable structure/readability"
"web/components/footer.tsx",7,"Baseline: acceptable structure/readability"
"web/components/hero-animation.tsx",7,"Baseline: acceptable structure/readability"
"web/components/nav.tsx",7,"Baseline: acceptable structure/readability"
"web/components/pricing-table.tsx",7,"Baseline: acceptable structure/readability"
"web/components/usage-chart.tsx",7,"Baseline: acceptable structure/readability"
"web/lib/api-server.ts",7,"Server-side token forwarding is clean"
"web/lib/api.ts",6,"Client auth uses localStorage bearer token pattern"
"web/lib/auth.ts",4,"Falls back to hardcoded dev secret"
"web/next-env.d.ts",7,"Baseline: acceptable structure/readability"
"web/next.config.js",7,"Baseline: acceptable structure/readability"
"web/package-lock.json",6,"Dependency graph currently fails lint due missing module resolution"
"web/package.json",7,"Baseline: acceptable structure/readability"
"web/postcss.config.js",7,"Baseline: acceptable structure/readability"
"web/public/favicon.svg",7,"Baseline: acceptable structure/readability"
"web/public/logo.svg",7,"Baseline: acceptable structure/readability"
"web/tailwind.config.ts",7,"Baseline: acceptable structure/readability"
"web/tsconfig.json",7,"Baseline: acceptable structure/readability"
"web/tsconfig.tsbuildinfo",3,"Generated build artifact committed to repo"
